,censustract,PUMA,HSI,Device,WGTP,withoutHSI,WithoutDevice
1799,36081050500,04110,44200,49943,62888,29.7163210787,20.5842132044
1800,36081050700,04110,44200,49943,62888,29.7163210787,20.5842132044
1801,36081051100,04110,44200,49943,62888,29.7163210787,20.5842132044
1802,36081051300,04110,44200,49943,62888,29.7163210787,20.5842132044
1803,36081051500,04110,44200,49943,62888,29.7163210787,20.5842132044
1804,36081051700,04110,44200,49943,62888,29.7163210787,20.5842132044
1805,36081052100,04110,44200,49943,62888,29.7163210787,20.5842132044
1806,36081052500,04110,44200,49943,62888,29.7163210787,20.5842132044
1807,36081053100,04110,44200,49943,62888,29.7163210787,20.5842132044
1808,36081053500,04110,44200,49943,62888,29.7163210787,20.5842132044
1809,36081053900,04110,44200,49943,62888,29.7163210787,20.5842132044
1810,36081054500,04110,44200,49943,62888,29.7163210787,20.5842132044
1811,36081054700,04110,44200,49943,62888,29.7163210787,20.5842132044
1812,36081054900,04110,44200,49943,62888,29.7163210787,20.5842132044
1813,36081055100,04110,44200,49943,62888,29.7163210787,20.5842132044
1814,36081055300,04110,44200,49943,62888,29.7163210787,20.5842132044
1815,36081055500,04110,44200,49943,62888,29.7163210787,20.5842132044
1816,36081055700,04110,44200,49943,62888,29.7163210787,20.5842132044
1817,36081055900,04110,44200,49943,62888,29.7163210787,20.5842132044
1818,36081056100,04110,44200,49943,62888,29.7163210787,20.5842132044
1819,36081056500,04110,44200,49943,62888,29.7163210787,20.5842132044
1820,36081056700,04110,44200,49943,62888,29.7163210787,20.5842132044
1821,36081057700,04110,44200,49943,62888,29.7163210787,20.5842132044
1822,36081057900,04110,44200,49943,62888,29.7163210787,20.5842132044
1823,36081058100,04110,44200,49943,62888,29.7163210787,20.5842132044
1824,36081058300,04110,44200,49943,62888,29.7163210787,20.5842132044
1825,36081058500,04110,44200,49943,62888,29.7163210787,20.5842132044
1826,36081058700,04110,44200,49943,62888,29.7163210787,20.5842132044
1827,36081058900,04110,44200,49943,62888,29.7163210787,20.5842132044
1828,36081059100,04110,44200,49943,62888,29.7163210787,20.5842132044
1829,36081059300,04110,44200,49943,62888,29.7163210787,20.5842132044
1830,36081059500,04110,44200,49943,62888,29.7163210787,20.5842132044
1831,36081059900,04110,44200,49943,62888,29.7163210787,20.5842132044
1832,36081060100,04110,44200,49943,62888,29.7163210787,20.5842132044
1833,36081060300,04110,44200,49943,62888,29.7163210787,20.5842132044
1834,36081060701,04110,44200,49943,62888,29.7163210787,20.5842132044
1835,36081061301,04110,44200,49943,62888,29.7163210787,20.5842132044
1836,36081061302,04110,44200,49943,62888,29.7163210787,20.5842132044
1837,36081061900,04110,44200,49943,62888,29.7163210787,20.5842132044
1838,36081062100,04110,44200,49943,62888,29.7163210787,20.5842132044
1839,36081062300,04110,44200,49943,62888,29.7163210787,20.5842132044
1840,36081062500,04110,44200,49943,62888,29.7163210787,20.5842132044
1841,36081062700,04110,44200,49943,62888,29.7163210787,20.5842132044
1842,36081062900,04110,44200,49943,62888,29.7163210787,20.5842132044
1843,36081063301,04110,44200,49943,62888,29.7163210787,20.5842132044
1844,36081063302,04110,44200,49943,62888,29.7163210787,20.5842132044
1845,36081063500,04110,44200,49943,62888,29.7163210787,20.5842132044
1846,36081063700,04110,44200,49943,62888,29.7163210787,20.5842132044
1847,36081063900,04110,44200,49943,62888,29.7163210787,20.5842132044
1848,36081065501,04110,44200,49943,62888,29.7163210787,20.5842132044
1849,36081065702,04110,44200,49943,62888,29.7163210787,20.5842132044
1850,36081065703,04110,44200,49943,62888,29.7163210787,20.5842132044
1851,36081065900,04110,44200,49943,62888,29.7163210787,20.5842132044
1852,36081066100,04110,44200,49943,62888,29.7163210787,20.5842132044
1853,36081066300,04110,44200,49943,62888,29.7163210787,20.5842132044
1854,36081066501,04110,44200,49943,62888,29.7163210787,20.5842132044
1855,36081066701,04110,44200,49943,62888,29.7163210787,20.5842132044
1856,36081066900,04110,44200,49943,62888,29.7163210787,20.5842132044
1857,36081067100,04110,44200,49943,62888,29.7163210787,20.5842132044
1858,36081067700,04110,44200,49943,62888,29.7163210787,20.5842132044
1859,36081067900,04110,44200,49943,62888,29.7163210787,20.5842132044
1860,36081000200,04111,36932,40605,47349,22.0004646349,14.2431730343
1861,36081000400,04111,36932,40605,47349,22.0004646349,14.2431730343
1862,36081000600,04111,36932,40605,47349,22.0004646349,14.2431730343
1863,36081000800,04111,36932,40605,47349,22.0004646349,14.2431730343
1864,36081001000,04111,36932,40605,47349,22.0004646349,14.2431730343
1865,36081001200,04111,36932,40605,47349,22.0004646349,14.2431730343
1866,36081001400,04111,36932,40605,47349,22.0004646349,14.2431730343
1867,36081001600,04111,36932,40605,47349,22.0004646349,14.2431730343
1868,36081001800,04111,36932,40605,47349,22.0004646349,14.2431730343
1869,36081002000,04111,36932,40605,47349,22.0004646349,14.2431730343
1870,36081002200,04111,36932,40605,47349,22.0004646349,14.2431730343
1871,36081002400,04111,36932,40605,47349,22.0004646349,14.2431730343
1872,36081002600,04111,36932,40605,47349,22.0004646349,14.2431730343
1873,36081002800,04111,36932,40605,47349,22.0004646349,14.2431730343
1874,36081003000,04111,36932,40605,47349,22.0004646349,14.2431730343
1875,36081003200,04111,36932,40605,47349,22.0004646349,14.2431730343
1876,36081003400,04111,36932,40605,47349,22.0004646349,14.2431730343
1877,36081003600,04111,36932,40605,47349,22.0004646349,14.2431730343
1878,36081003800,04111,36932,40605,47349,22.0004646349,14.2431730343
1879,36081004001,04111,36932,40605,47349,22.0004646349,14.2431730343
1880,36081004200,04111,36932,40605,47349,22.0004646349,14.2431730343
1881,36081005200,04111,36932,40605,47349,22.0004646349,14.2431730343
1882,36081010800,04111,36932,40605,47349,22.0004646349,14.2431730343
1883,36081011000,04111,36932,40605,47349,22.0004646349,14.2431730343
1884,36081011200,04111,36932,40605,47349,22.0004646349,14.2431730343
1885,36081011400,04111,36932,40605,47349,22.0004646349,14.2431730343
1886,36081011600,04111,36932,40605,47349,22.0004646349,14.2431730343
1887,36081011800,04111,36932,40605,47349,22.0004646349,14.2431730343
1888,36081012000,04111,36932,40605,47349,22.0004646349,14.2431730343
1889,36081012200,04111,36932,40605,47349,22.0004646349,14.2431730343
1890,36081012400,04111,36932,40605,47349,22.0004646349,14.2431730343
1891,36081012601,04111,36932,40605,47349,22.0004646349,14.2431730343
1892,36081012602,04111,36932,40605,47349,22.0004646349,14.2431730343
1893,36081012800,04111,36932,40605,47349,22.0004646349,14.2431730343
1894,36081013000,04111,36932,40605,47349,22.0004646349,14.2431730343
1895,36081013200,04111,36932,40605,47349,22.0004646349,14.2431730343
1896,36081013400,04111,36932,40605,47349,22.0004646349,14.2431730343
1897,36081013600,04111,36932,40605,47349,22.0004646349,14.2431730343
1898,36081013800,04111,36932,40605,47349,22.0004646349,14.2431730343
1899,36081014000,04111,36932,40605,47349,22.0004646349,14.2431730343
1900,36081014201,04111,36932,40605,47349,22.0004646349,14.2431730343
1901,36081014202,04111,36932,40605,47349,22.0004646349,14.2431730343
1902,36081014400,04111,36932,40605,47349,22.0004646349,14.2431730343
1903,36081014800,04111,36932,40605,47349,22.0004646349,14.2431730343
1904,36081015000,04111,36932,40605,47349,22.0004646349,14.2431730343
1905,36081015200,04111,36932,40605,47349,22.0004646349,14.2431730343
1906,36081015400,04111,36932,40605,47349,22.0004646349,14.2431730343
1907,36081015600,04111,36932,40605,47349,22.0004646349,14.2431730343
1908,36081021600,04111,36932,40605,47349,22.0004646349,14.2431730343
1909,36081064101,04111,36932,40605,47349,22.0004646349,14.2431730343
1910,36081064102,04111,36932,40605,47349,22.0004646349,14.2431730343
1911,36081077300,04111,36932,40605,47349,22.0004646349,14.2431730343
1912,36081077500,04111,36932,40605,47349,22.0004646349,14.2431730343
1913,36081018200,04112,49680,57607,72260,31.2482701356,20.2781621921
1914,36081018401,04112,49680,57607,72260,31.2482701356,20.2781621921
1915,36081018402,04112,49680,57607,72260,31.2482701356,20.2781621921
1916,36081018600,04112,49680,57607,72260,31.2482701356,20.2781621921
1917,36081018800,04112,49680,57607,72260,31.2482701356,20.2781621921
1918,36081019000,04112,49680,57607,72260,31.2482701356,20.2781621921
1919,36081019200,04112,49680,57607,72260,31.2482701356,20.2781621921
1920,36081019400,04112,49680,57607,72260,31.2482701356,20.2781621921
1921,36081019600,04112,49680,57607,72260,31.2482701356,20.2781621921
1922,36081019800,04112,49680,57607,72260,31.2482701356,20.2781621921
1923,36081020200,04112,49680,57607,72260,31.2482701356,20.2781621921
1924,36081020400,04112,49680,57607,72260,31.2482701356,20.2781621921
1925,36081020600,04112,49680,57607,72260,31.2482701356,20.2781621921
1926,36081020800,04112,49680,57607,72260,31.2482701356,20.2781621921
1927,36081021200,04112,49680,57607,72260,31.2482701356,20.2781621921
1928,36081023800,04112,49680,57607,72260,31.2482701356,20.2781621921
1929,36081024000,04112,49680,57607,72260,31.2482701356,20.2781621921
1930,36081024600,04112,49680,57607,72260,31.2482701356,20.2781621921
1931,36081025400,04112,49680,57607,72260,31.2482701356,20.2781621921
1932,36081025800,04112,49680,57607,72260,31.2482701356,20.2781621921
1933,36081026000,04112,49680,57607,72260,31.2482701356,20.2781621921
1934,36081026200,04112,49680,57607,72260,31.2482701356,20.2781621921
1935,36081026400,04112,49680,57607,72260,31.2482701356,20.2781621921
1936,36081026600,04112,49680,57607,72260,31.2482701356,20.2781621921
1937,36081027000,04112,49680,57607,72260,31.2482701356,20.2781621921
1938,36081027200,04112,49680,57607,72260,31.2482701356,20.2781621921
1939,36081027400,04112,49680,57607,72260,31.2482701356,20.2781621921
1940,36081027600,04112,49680,57607,72260,31.2482701356,20.2781621921
1941,36081027800,04112,49680,57607,72260,31.2482701356,20.2781621921
1942,36081028000,04112,49680,57607,72260,31.2482701356,20.2781621921
1943,36081028200,04112,49680,57607,72260,31.2482701356,20.2781621921
1944,36081028400,04112,49680,57607,72260,31.2482701356,20.2781621921
1945,36081028800,04112,49680,57607,72260,31.2482701356,20.2781621921
1946,36081029400,04112,49680,57607,72260,31.2482701356,20.2781621921
1947,36081033000,04112,49680,57607,72260,31.2482701356,20.2781621921
1948,36081033401,04112,49680,57607,72260,31.2482701356,20.2781621921
1949,36081033402,04112,49680,57607,72260,31.2482701356,20.2781621921
1950,36081035200,04112,49680,57607,72260,31.2482701356,20.2781621921
1951,36081036600,04112,49680,57607,72260,31.2482701356,20.2781621921
1952,36081036800,04112,49680,57607,72260,31.2482701356,20.2781621921
1953,36081037600,04112,49680,57607,72260,31.2482701356,20.2781621921
1954,36081038400,04112,49680,57607,72260,31.2482701356,20.2781621921
1955,36081039400,04112,49680,57607,72260,31.2482701356,20.2781621921
1956,36081039800,04112,49680,57607,72260,31.2482701356,20.2781621921
1957,36081040000,04112,49680,57607,72260,31.2482701356,20.2781621921
1958,36081040200,04112,49680,57607,72260,31.2482701356,20.2781621921
1959,36081040400,04112,49680,57607,72260,31.2482701356,20.2781621921
1960,36081041400,04112,49680,57607,72260,31.2482701356,20.2781621921
1961,36081042400,04112,49680,57607,72260,31.2482701356,20.2781621921
1962,36081042600,04112,49680,57607,72260,31.2482701356,20.2781621921
1963,36081043200,04112,49680,57607,72260,31.2482701356,20.2781621921
1964,36081043400,04112,49680,57607,72260,31.2482701356,20.2781621921
1965,36081044000,04112,49680,57607,72260,31.2482701356,20.2781621921
1966,36081044400,04112,49680,57607,72260,31.2482701356,20.2781621921
1967,36081044601,04112,49680,57607,72260,31.2482701356,20.2781621921
1968,36081044602,04112,49680,57607,72260,31.2482701356,20.2781621921
1969,36081046000,04112,49680,57607,72260,31.2482701356,20.2781621921
1970,36081046200,04112,49680,57607,72260,31.2482701356,20.2781621921
1971,36081046800,04112,49680,57607,72260,31.2482701356,20.2781621921
1972,36081047000,04112,49680,57607,72260,31.2482701356,20.2781621921
1973,36081048000,04112,49680,57607,72260,31.2482701356,20.2781621921
1974,36081048200,04112,49680,57607,72260,31.2482701356,20.2781621921
1975,36081048400,04112,49680,57607,72260,31.2482701356,20.2781621921
1976,36081050000,04112,49680,57607,72260,31.2482701356,20.2781621921
1977,36081050201,04112,49680,57607,72260,31.2482701356,20.2781621921
1978,36081050202,04112,49680,57607,72260,31.2482701356,20.2781621921
1979,36081050400,04112,49680,57607,72260,31.2482701356,20.2781621921
1980,36081050600,04112,49680,57607,72260,31.2482701356,20.2781621921
1981,36081050800,04112,49680,57607,72260,31.2482701356,20.2781621921
1982,36081051000,04112,49680,57607,72260,31.2482701356,20.2781621921
1983,36081051800,04112,49680,57607,72260,31.2482701356,20.2781621921
1984,36081052000,04112,49680,57607,72260,31.2482701356,20.2781621921
1985,36081052200,04112,49680,57607,72260,31.2482701356,20.2781621921
1986,36081052400,04112,49680,57607,72260,31.2482701356,20.2781621921
1987,36081052600,04112,49680,57607,72260,31.2482701356,20.2781621921
1988,36081052800,04112,49680,57607,72260,31.2482701356,20.2781621921
1989,36081053000,04112,49680,57607,72260,31.2482701356,20.2781621921
1990,36081078800,04112,49680,57607,72260,31.2482701356,20.2781621921
1991,36081079000,04112,49680,57607,72260,31.2482701356,20.2781621921
1992,36081079200,04112,49680,57607,72260,31.2482701356,20.2781621921
1993,36081004002,04113,28422,30640,36774,22.7116984826,16.6802632295
1994,36081004401,04113,28422,30640,36774,22.7116984826,16.6802632295
1995,36081005000,04113,28422,30640,36774,22.7116984826,16.6802632295
1996,36081005400,04113,28422,30640,36774,22.7116984826,16.6802632295
1997,36081005800,04113,28422,30640,36774,22.7116984826,16.6802632295
1998,36081006201,04113,28422,30640,36774,22.7116984826,16.6802632295
1999,36081006202,04113,28422,30640,36774,22.7116984826,16.6802632295
2000,36081008600,04113,28422,30640,36774,22.7116984826,16.6802632295
2001,36081008800,04113,28422,30640,36774,22.7116984826,16.6802632295
2002,36081009400,04113,28422,30640,36774,22.7116984826,16.6802632295
2003,36081009600,04113,28422,30640,36774,22.7116984826,16.6802632295
2004,36081009800,04113,28422,30640,36774,22.7116984826,16.6802632295
2005,36081010000,04113,28422,30640,36774,22.7116984826,16.6802632295
2006,36081010200,04113,28422,30640,36774,22.7116984826,16.6802632295
2007,36081010400,04113,28422,30640,36774,22.7116984826,16.6802632295
2008,36081010600,04113,28422,30640,36774,22.7116984826,16.6802632295
2009,36081015801,04113,28422,30640,36774,22.7116984826,16.6802632295
2010,36081015802,04113,28422,30640,36774,22.7116984826,16.6802632295
2011,36081016400,04113,28422,30640,36774,22.7116984826,16.6802632295
2012,36081016600,04113,28422,30640,36774,22.7116984826,16.6802632295
2013,36081016800,04113,28422,30640,36774,22.7116984826,16.6802632295
2014,36081017000,04113,28422,30640,36774,22.7116984826,16.6802632295
2015,36081017200,04113,28422,30640,36774,22.7116984826,16.6802632295
2016,36081017400,04113,28422,30640,36774,22.7116984826,16.6802632295
2017,36081017600,04113,28422,30640,36774,22.7116984826,16.6802632295
2018,36081017800,04113,28422,30640,36774,22.7116984826,16.6802632295
2019,36081018000,04113,28422,30640,36774,22.7116984826,16.6802632295
2020,36081081400,04113,28422,30640,36774,22.7116984826,16.6802632295
2021,36081081800,04113,28422,30640,36774,22.7116984826,16.6802632295
2022,36081083800,04113,28422,30640,36774,22.7116984826,16.6802632295
2023,36081084000,04113,28422,30640,36774,22.7116984826,16.6802632295
2024,36081084601,04113,28422,30640,36774,22.7116984826,16.6802632295
2025,36081084602,04113,28422,30640,36774,22.7116984826,16.6802632295
2026,36081086400,04113,28422,30640,36774,22.7116984826,16.6802632295
2027,36081088400,04113,28422,30640,36774,22.7116984826,16.6802632295
2028,36081089200,04113,28422,30640,36774,22.7116984826,16.6802632295
2029,36081091601,04114,24910,30275,38752,35.7194467382,21.875
2030,36081091602,04114,24910,30275,38752,35.7194467382,21.875
2031,36081091800,04114,24910,30275,38752,35.7194467382,21.875
2032,36081092200,04114,24910,30275,38752,35.7194467382,21.875
2033,36081092800,04114,24910,30275,38752,35.7194467382,21.875
2034,36081093401,04114,24910,30275,38752,35.7194467382,21.875
2035,36081093402,04114,24910,30275,38752,35.7194467382,21.875
2036,36081093800,04114,24910,30275,38752,35.7194467382,21.875
2037,36081094201,04114,24910,30275,38752,35.7194467382,21.875
2038,36081094202,04114,24910,30275,38752,35.7194467382,21.875
2039,36081094203,04114,24910,30275,38752,35.7194467382,21.875
2040,36081095400,04114,24910,30275,38752,35.7194467382,21.875
2041,36081096400,04114,24910,30275,38752,35.7194467382,21.875
2042,36081097202,04114,24910,30275,38752,35.7194467382,21.875
2043,36081097203,04114,24910,30275,38752,35.7194467382,21.875
2044,36081097204,04114,24910,30275,38752,35.7194467382,21.875
2045,36081099200,04114,24910,30275,38752,35.7194467382,21.875
2046,36081099801,04114,24910,30275,38752,35.7194467382,21.875
2047,36081099802,04114,24910,30275,38752,35.7194467382,21.875
2048,36081100801,04114,24910,30275,38752,35.7194467382,21.875
2049,36081100802,04114,24910,30275,38752,35.7194467382,21.875
2050,36081101001,04114,24910,30275,38752,35.7194467382,21.875
2051,36081101002,04114,24910,30275,38752,35.7194467382,21.875
2052,36081103201,04114,24910,30275,38752,35.7194467382,21.875
2053,36081103202,04114,24910,30275,38752,35.7194467382,21.875
2054,36081107201,04114,24910,30275,38752,35.7194467382,21.875
2055,36081107202,04114,24910,30275,38752,35.7194467382,21.875
2056,36081990100,04114,24910,30275,38752,35.7194467382,21.875
2057,36085012805,03901,48792,52305,57569,15.246052563,9.14381003665
2058,36085012806,03901,48792,52305,57569,15.246052563,9.14381003665
2059,36085013201,03901,48792,52305,57569,15.246052563,9.14381003665
2060,36085013203,03901,48792,52305,57569,15.246052563,9.14381003665
2061,36085013204,03901,48792,52305,57569,15.246052563,9.14381003665
2062,36085013800,03901,48792,52305,57569,15.246052563,9.14381003665
2063,36085014604,03901,48792,52305,57569,15.246052563,9.14381003665
2064,36085014605,03901,48792,52305,57569,15.246052563,9.14381003665
2065,36085014606,03901,48792,52305,57569,15.246052563,9.14381003665
2066,36085014607,03901,48792,52305,57569,15.246052563,9.14381003665
2067,36085014608,03901,48792,52305,57569,15.246052563,9.14381003665
2068,36085015400,03901,48792,52305,57569,15.246052563,9.14381003665
2069,36085015601,03901,48792,52305,57569,15.246052563,9.14381003665
2070,36085015602,03901,48792,52305,57569,15.246052563,9.14381003665
2071,36085015603,03901,48792,52305,57569,15.246052563,9.14381003665
2072,36085017005,03901,48792,52305,57569,15.246052563,9.14381003665
2073,36085017007,03901,48792,52305,57569,15.246052563,9.14381003665
2074,36085017008,03901,48792,52305,57569,15.246052563,9.14381003665
2075,36085017009,03901,48792,52305,57569,15.246052563,9.14381003665
2076,36085017010,03901,48792,52305,57569,15.246052563,9.14381003665
2077,36085017011,03901,48792,52305,57569,15.246052563,9.14381003665
2078,36085017012,03901,48792,52305,57569,15.246052563,9.14381003665
2079,36085017600,03901,48792,52305,57569,15.246052563,9.14381003665
2080,36085019800,03901,48792,52305,57569,15.246052563,9.14381003665
2081,36085020801,03901,48792,52305,57569,15.246052563,9.14381003665
2082,36085020803,03901,48792,52305,57569,15.246052563,9.14381003665
2083,36085020804,03901,48792,52305,57569,15.246052563,9.14381003665
2084,36085022600,03901,48792,52305,57569,15.246052563,9.14381003665
2085,36085022800,03901,48792,52305,57569,15.246052563,9.14381003665
2086,36085024401,03901,48792,52305,57569,15.246052563,9.14381003665
2087,36085024402,03901,48792,52305,57569,15.246052563,9.14381003665
2088,36085024800,03901,48792,52305,57569,15.246052563,9.14381003665
2089,36085990100,03901,48792,52305,57569,15.246052563,9.14381003665
2090,36085001800,03902,37348,42338,48537,23.0525166368,12.7716999403
2091,36085002002,03902,37348,42338,48537,23.0525166368,12.7716999403
2092,36085005000,03902,37348,42338,48537,23.0525166368,12.7716999403
2093,36085006400,03902,37348,42338,48537,23.0525166368,12.7716999403
2094,36085007000,03902,37348,42338,48537,23.0525166368,12.7716999403
2095,36085007400,03902,37348,42338,48537,23.0525166368,12.7716999403
2096,36085009601,03902,37348,42338,48537,23.0525166368,12.7716999403
2097,36085009602,03902,37348,42338,48537,23.0525166368,12.7716999403
2098,36085011201,03902,37348,42338,48537,23.0525166368,12.7716999403
2099,36085011202,03902,37348,42338,48537,23.0525166368,12.7716999403
2100,36085011401,03902,37348,42338,48537,23.0525166368,12.7716999403
2101,36085011402,03902,37348,42338,48537,23.0525166368,12.7716999403
2102,36085012200,03902,37348,42338,48537,23.0525166368,12.7716999403
2103,36085012804,03902,37348,42338,48537,23.0525166368,12.7716999403
2104,36085013400,03902,37348,42338,48537,23.0525166368,12.7716999403
2105,36085017300,03902,37348,42338,48537,23.0525166368,12.7716999403
2106,36085017700,03902,37348,42338,48537,23.0525166368,12.7716999403
2107,36085018100,03902,37348,42338,48537,23.0525166368,12.7716999403
2108,36085018702,03902,37348,42338,48537,23.0525166368,12.7716999403
2109,36085018902,03902,37348,42338,48537,23.0525166368,12.7716999403
2110,36085027301,03902,37348,42338,48537,23.0525166368,12.7716999403
2111,36085027302,03902,37348,42338,48537,23.0525166368,12.7716999403
2112,36085027702,03902,37348,42338,48537,23.0525166368,12.7716999403
2113,36085027704,03902,37348,42338,48537,23.0525166368,12.7716999403
2114,36085027705,03902,37348,42338,48537,23.0525166368,12.7716999403
2115,36085027706,03902,37348,42338,48537,23.0525166368,12.7716999403
2116,36085027900,03902,37348,42338,48537,23.0525166368,12.7716999403
2117,36085029102,03902,37348,42338,48537,23.0525166368,12.7716999403
2118,36085029103,03902,37348,42338,48537,23.0525166368,12.7716999403
2119,36085029104,03902,37348,42338,48537,23.0525166368,12.7716999403
2120,36085000300,03903,44551,49728,61523,27.5864310908,19.1716918876
2121,36085000600,03903,44551,49728,61523,27.5864310908,19.1716918876
2122,36085000700,03903,44551,49728,61523,27.5864310908,19.1716918876
2123,36085000800,03903,44551,49728,61523,27.5864310908,19.1716918876
2124,36085000900,03903,44551,49728,61523,27.5864310908,19.1716918876
2125,36085001100,03903,44551,49728,61523,27.5864310908,19.1716918876
2126,36085001700,03903,44551,49728,61523,27.5864310908,19.1716918876
2127,36085002001,03903,44551,49728,61523,27.5864310908,19.1716918876
2128,36085002100,03903,44551,49728,61523,27.5864310908,19.1716918876
2129,36085002700,03903,44551,49728,61523,27.5864310908,19.1716918876
2130,36085002900,03903,44551,49728,61523,27.5864310908,19.1716918876
2131,36085003300,03903,44551,49728,61523,27.5864310908,19.1716918876
2132,36085003600,03903,44551,49728,61523,27.5864310908,19.1716918876
2133,36085003900,03903,44551,49728,61523,27.5864310908,19.1716918876
2134,36085004000,03903,44551,49728,61523,27.5864310908,19.1716918876
2135,36085004700,03903,44551,49728,61523,27.5864310908,19.1716918876
2136,36085005900,03903,44551,49728,61523,27.5864310908,19.1716918876
2137,36085006700,03903,44551,49728,61523,27.5864310908,19.1716918876
2138,36085007500,03903,44551,49728,61523,27.5864310908,19.1716918876
2139,36085007700,03903,44551,49728,61523,27.5864310908,19.1716918876
2140,36085008100,03903,44551,49728,61523,27.5864310908,19.1716918876
2141,36085008900,03903,44551,49728,61523,27.5864310908,19.1716918876
2142,36085009700,03903,44551,49728,61523,27.5864310908,19.1716918876
2143,36085010500,03903,44551,49728,61523,27.5864310908,19.1716918876
2144,36085012100,03903,44551,49728,61523,27.5864310908,19.1716918876
2145,36085012500,03903,44551,49728,61523,27.5864310908,19.1716918876
2146,36085013301,03903,44551,49728,61523,27.5864310908,19.1716918876
2147,36085013302,03903,44551,49728,61523,27.5864310908,19.1716918876
2148,36085014100,03903,44551,49728,61523,27.5864310908,19.1716918876
2149,36085014700,03903,44551,49728,61523,27.5864310908,19.1716918876
2150,36085015100,03903,44551,49728,61523,27.5864310908,19.1716918876
2151,36085016901,03903,44551,49728,61523,27.5864310908,19.1716918876
2152,36085018701,03903,44551,49728,61523,27.5864310908,19.1716918876
2153,36085018901,03903,44551,49728,61523,27.5864310908,19.1716918876
2154,36085019700,03903,44551,49728,61523,27.5864310908,19.1716918876
2155,36085020100,03903,44551,49728,61523,27.5864310908,19.1716918876
2156,36085020700,03903,44551,49728,61523,27.5864310908,19.1716918876
2157,36085021300,03903,44551,49728,61523,27.5864310908,19.1716918876
2158,36085022300,03903,44551,49728,61523,27.5864310908,19.1716918876
2159,36085023100,03903,44551,49728,61523,27.5864310908,19.1716918876
2160,36085023900,03903,44551,49728,61523,27.5864310908,19.1716918876
2161,36085024700,03903,44551,49728,61523,27.5864310908,19.1716918876
2162,36085025100,03903,44551,49728,61523,27.5864310908,19.1716918876
2163,36085030301,03903,44551,49728,61523,27.5864310908,19.1716918876
2164,36085030302,03903,44551,49728,61523,27.5864310908,19.1716918876
2165,36085031901,03903,44551,49728,61523,27.5864310908,19.1716918876
2166,36085031902,03903,44551,49728,61523,27.5864310908,19.1716918876
2167,36085032300,03903,44551,49728,61523,27.5864310908,19.1716918876
